Station_ID,State,Latitude,Longitude,Timestamp,Water_Level_MBGL,Temperature_C,Battery_Voltage,Signal_Strength,Data_Quality
DWLR_Station_1006,Andhra Pradesh,11.865429,87.276463,2024-01-05 06:00:00,6.055,17.7,12.16,-54,Good
DWLR_Station_1006,Andhra Pradesh,23.650649,79.507183,2024-01-05 12:00:00,6.053,23.6,12.46,-56,Good
DWLR_Station_1006,Andhra Pradesh,10.367723,77.281334,2024-01-05 18:00:00,6.0,33.9,12.58,-44,Good
DWLR_Station_1006,Andhra Pradesh,12.440148,82.027666,2024-01-06 00:00:00,5.998,17.3,14.19,-49,Good
DWLR_Station_1006,Andhra Pradesh,19.570567,86.577191,2024-01-06 06:00:00,6.083,21.6,12.92,-72,Fair
DWLR_Station_1006,Andhra Pradesh,26.840313,77.654269,2024-01-06 12:00:00,6.045,30.5,13.41,-45,Poor
DWLR_Station_1006,Andhra Pradesh,13.492944,73.918641,2024-01-06 18:00:00,5.981,28.3,14.12,-52,Good
DWLR_Station_1006,Andhra Pradesh,13.31802,68.493683,2024-01-07 00:00:00,6.03,22.3,13.11,-44,Fair
DWLR_Station_1006,Andhra Pradesh,22.01824,74.819171,2024-01-07 06:00:00,6.098,33.3,12.78,-75,Fair
DWLR_Station_1006,Andhra Pradesh,20.509406,81.956656,2024-01-07 12:00:00,6.003,33.0,13.7,-48,Poor
DWLR_Station_1006,Andhra Pradesh,26.750617,80.289716,2024-01-07 18:00:00,5.993,26.6,12.41,-65,Poor
DWLR_Station_1006,Andhra Pradesh,22.674232,79.869228,2024-01-08 00:00:00,6.038,15.3,13.55,-65,Good
DWLR_Station_1006,Andhra Pradesh,28.05411,84.74526,2024-01-08 06:00:00,6.052,17.5,12.1,-66,Poor
DWLR_Station_1006,Andhra Pradesh,12.068682,76.040544,2024-01-08 12:00:00,6.029,29.6,13.67,-66,Poor
DWLR_Station_1006,Andhra Pradesh,27.824001,68.27268,2024-01-08 18:00:00,5.987,21.5,13.13,-58,Fair
DWLR_Station_1006,Andhra Pradesh,17.680853,81.325357,2024-01-09 00:00:00,6.053,34.8,12.34,-73,Fair
DWLR_Station_1006,Andhra Pradesh,11.899306,74.298369,2024-01-09 06:00:00,6.081,16.9,12.22,-57,Fair
DWLR_Station_1006,Andhra Pradesh,11.316235,85.826364,2024-01-09 12:00:00,6.01,24.3,12.57,-80,Good
DWLR_Station_1006,Andhra Pradesh,18.054074,81.450145,2024-01-09 18:00:00,5.973,28.6,12.56,-48,Good
DWLR_Station_1006,Andhra Pradesh,21.56985,81.868443,2024-01-10 00:00:00,6.01,29.0,13.61,-77,Poor
DWLR_Station_1006,Andhra Pradesh,18.518754,87.893683,2024-01-10 06:00:00,6.084,16.9,13.67,-68,Poor
DWLR_Station_1006,Andhra Pradesh,26.999187,71.924914,2024-01-10 12:00:00,6.07,17.5,14.11,-55,Good
DWLR_Station_1006,Andhra Pradesh,15.961513,73.556903,2024-01-10 18:00:00,5.958,30.4,13.36,-42,Good
DWLR_Station_1006,Andhra Pradesh,11.333878,68.961846,2024-01-11 00:00:00,6.029,20.9,14.04,-47,Fair
DWLR_Station_1006,Andhra Pradesh,19.962599,81.786208,2024-01-11 06:00:00,6.088,20.0,12.54,-53,Good
DWLR_Station_1006,Andhra Pradesh,17.296449,80.819311,2024-01-11 12:00:00,6.061,24.3,12.26,-55,Good
DWLR_Station_1006,Andhra Pradesh,25.408944,74.746057,2024-01-11 18:00:00,5.991,33.8,13.07,-57,Poor
DWLR_Station_1006,Andhra Pradesh,29.33095,80.562391,2024-01-12 00:00:00,6.021,33.6,13.42,-70,Poor
DWLR_Station_1006,Andhra Pradesh,17.40049,79.009436,2024-01-12 06:00:00,6.099,30.8,12.56,-55,Fair
DWLR_Station_1006,Andhra Pradesh,11.534457,71.32105,2024-01-12 12:00:00,6.028,16.2,13.0,-78,Good
DWLR_Station_1006,Andhra Pradesh,19.03479,75.094571,2024-01-12 18:00:00,6.008,23.0,12.08,-56,Poor
DWLR_Station_1006,Andhra Pradesh,23.193805,76.840668,2024-01-13 00:00:00,5.997,28.0,11.95,-58,Good
DWLR_Station_1006,Andhra Pradesh,18.299209,82.60985,2024-01-13 06:00:00,6.056,17.7,12.27,-71,Good
DWLR_Station_1006,Andhra Pradesh,21.634733,76.029236,2024-01-13 12:00:00,6.082,21.8,12.1,-47,Fair
DWLR_Station_1006,Andhra Pradesh,10.761726,80.399371,2024-01-13 18:00:00,5.972,29.0,12.32,-74,Good
DWLR_Station_1006,Andhra Pradesh,21.539632,74.909617,2024-01-14 00:00:00,6.055,31.1,13.1,-54,Fair
DWLR_Station_1006,Andhra Pradesh,21.855419,70.967207,2024-01-14 06:00:00,6.09,18.4,13.91,-46,Poor
DWLR_Station_1006,Andhra Pradesh,21.913596,69.612308,2024-01-14 12:00:00,6.03,33.8,13.61,-42,Poor
DWLR_Station_1006,Andhra Pradesh,20.049818,72.015419,2024-01-14 18:00:00,5.962,21.3,13.7,-69,Poor
DWLR_Station_1006,Andhra Pradesh,15.541385,86.817603,2024-01-15 00:00:00,6.046,17.5,13.9,-58,Poor
DWLR_Station_1006,Andhra Pradesh,16.513696,75.882721,2024-01-15 06:00:00,6.098,27.1,13.72,-62,Fair
DWLR_Station_1006,Andhra Pradesh,28.718745,81.445014,2024-01-15 12:00:00,6.089,24.6,13.74,-51,Fair
DWLR_Station_1006,Andhra Pradesh,10.441323,87.650425,2024-01-15 18:00:00,5.997,16.7,13.75,-48,Poor
DWLR_Station_1006,Andhra Pradesh,22.20755,68.482204,2024-01-16 00:00:00,5.999,17.3,12.11,-74,Poor
DWLR_Station_1006,Andhra Pradesh,28.048066,75.664307,2024-01-16 06:00:00,6.105,19.3,12.86,-50,Poor
DWLR_Station_1006,Andhra Pradesh,21.760009,75.062058,2024-01-16 12:00:00,6.047,31.0,13.13,-75,Fair
DWLR_Station_1006,Andhra Pradesh,19.322326,76.907731,2024-01-16 18:00:00,5.996,15.3,12.39,-50,Poor
DWLR_Station_1006,Andhra Pradesh,14.409753,80.513016,2024-01-17 00:00:00,6.085,26.4,12.24,-49,Fair
DWLR_Station_1006,Andhra Pradesh,26.497075,83.754844,2024-01-17 06:00:00,6.107,20.7,13.81,-42,Good
DWLR_Station_1006,Andhra Pradesh,10.246821,70.859218,2024-01-17 12:00:00,6.068,29.8,12.39,-46,Poor
DWLR_Station_1006,Andhra Pradesh,11.023004,75.955869,2024-01-17 18:00:00,5.961,25.2,12.96,-73,Fair
DWLR_Station_1006,Andhra Pradesh,19.488698,68.146683,2024-01-18 00:00:00,6.025,15.5,13.13,-65,Fair
DWLR_Station_1006,Andhra Pradesh,21.320368,85.56067,2024-01-18 06:00:00,6.079,26.2,14.1,-74,Fair
DWLR_Station_1006,Andhra Pradesh,22.911444,68.911703,2024-01-18 12:00:00,6.045,33.9,13.82,-56,Good
DWLR_Station_1006,Andhra Pradesh,28.738557,87.68063,2024-01-18 18:00:00,5.965,30.9,13.62,-67,Poor
DWLR_Station_1006,Andhra Pradesh,29.790107,81.686285,2024-01-19 00:00:00,6.029,34.0,12.14,-68,Fair
DWLR_Station_1006,Andhra Pradesh,11.822813,73.718011,2024-01-19 06:00:00,6.067,28.4,12.21,-53,Poor
DWLR_Station_1006,Andhra Pradesh,19.792882,76.30886,2024-01-19 12:00:00,6.021,15.5,12.6,-47,Fair
DWLR_Station_1006,Andhra Pradesh,10.828562,87.356055,2024-01-19 18:00:00,6.028,26.0,14.11,-42,Poor
DWLR_Station_1006,Andhra Pradesh,11.939313,71.580633,2024-01-20 00:00:00,6.017,31.0,13.43,-69,Good
DWLR_Station_1006,Andhra Pradesh,11.454699,73.612016,2024-01-20 06:00:00,6.083,22.0,13.68,-46,Fair
DWLR_Station_1006,Andhra Pradesh,29.232316,82.604867,2024-01-20 12:00:00,6.068,24.8,13.31,-59,Fair
DWLR_Station_1006,Andhra Pradesh,13.617838,83.983159,2024-01-20 18:00:00,5.972,21.7,13.55,-53,Good
DWLR_Station_1006,Andhra Pradesh,20.437687,69.359466,2024-01-21 00:00:00,6.031,18.6,14.1,-46,Poor
DWLR_Station_1006,Andhra Pradesh,12.799748,76.316371,2024-01-21 06:00:00,6.124,26.0,12.77,-58,Fair
DWLR_Station_1006,Andhra Pradesh,22.656052,83.378401,2024-01-21 12:00:00,6.033,34.9,11.83,-59,Good
DWLR_Station_1006,Andhra Pradesh,27.59203,86.140839,2024-01-21 18:00:00,5.998,34.8,12.3,-58,Fair
DWLR_Station_1006,Andhra Pradesh,24.01451,79.780402,2024-01-22 00:00:00,6.069,33.8,12.64,-66,Fair
DWLR_Station_1006,Andhra Pradesh,13.229157,77.434797,2024-01-22 06:00:00,6.079,26.1,13.17,-63,Fair
DWLR_Station_1006,Andhra Pradesh,10.866305,81.986789,2024-01-22 12:00:00,6.044,21.6,13.59,-50,Poor
DWLR_Station_1006,Andhra Pradesh,13.915112,78.263502,2024-01-22 18:00:00,5.964,17.6,12.86,-61,Good
DWLR_Station_1006,Andhra Pradesh,21.985986,78.274157,2024-01-23 00:00:00,6.039,20.8,11.82,-75,Good
DWLR_Station_1006,Andhra Pradesh,28.160302,72.851565,2024-01-23 06:00:00,6.068,16.8,12.56,-79,Good
DWLR_Station_1006,Andhra Pradesh,22.513638,79.010634,2024-01-23 12:00:00,6.032,23.1,13.05,-80,Good
DWLR_Station_1006,Andhra Pradesh,13.925886,68.45129,2024-01-23 18:00:00,5.998,32.2,13.19,-56,Fair
DWLR_Station_1006,Andhra Pradesh,26.167898,80.232928,2024-01-24 00:00:00,6.071,20.9,12.41,-62,Poor
DWLR_Station_1006,Andhra Pradesh,13.29241,71.623437,2024-01-24 06:00:00,6.071,30.8,12.72,-56,Good
DWLR_Station_1006,Andhra Pradesh,18.529995,80.308416,2024-01-24 12:00:00,6.094,16.6,12.01,-71,Poor
DWLR_Station_1006,Andhra Pradesh,20.36155,72.279894,2024-01-24 18:00:00,6.028,20.7,12.76,-72,Good
DWLR_Station_1006,Andhra Pradesh,27.269598,74.176046,2024-01-25 00:00:00,6.021,20.9,12.44,-66,Good
DWLR_Station_1006,Andhra Pradesh,13.075674,85.723426,2024-01-25 06:00:00,6.132,24.2,13.16,-63,Fair
DWLR_Station_1006,Andhra Pradesh,10.378908,82.718359,2024-01-25 12:00:00,6.054,19.2,12.12,-78,Fair
DWLR_Station_1006,Andhra Pradesh,10.984418,72.621617,2024-01-25 18:00:00,6.004,32.9,12.41,-46,Fair
DWLR_Station_1006,Andhra Pradesh,17.131427,86.234518,2024-01-26 00:00:00,6.046,15.8,13.03,-58,Poor
DWLR_Station_1006,Andhra Pradesh,22.407425,84.075105,2024-01-26 06:00:00,6.077,16.7,12.73,-55,Fair
DWLR_Station_1006,Andhra Pradesh,23.833113,87.31278,2024-01-26 12:00:00,6.068,22.9,12.11,-79,Fair
DWLR_Station_1006,Andhra Pradesh,29.304193,76.563679,2024-01-26 18:00:00,6.019,27.6,13.54,-78,Good
DWLR_Station_1006,Andhra Pradesh,22.904372,82.904295,2024-01-27 00:00:00,6.042,19.6,12.77,-62,Good
DWLR_Station_1006,Andhra Pradesh,20.468144,86.430268,2024-01-27 06:00:00,6.07,31.2,13.78,-66,Fair
DWLR_Station_1006,Andhra Pradesh,26.922484,71.656268,2024-01-27 12:00:00,6.064,34.1,12.7,-62,Fair
DWLR_Station_1006,Andhra Pradesh,25.759403,86.064962,2024-01-27 18:00:00,6.011,20.3,13.75,-63,Poor
DWLR_Station_1006,Andhra Pradesh,27.509773,74.049326,2024-01-28 00:00:00,6.077,32.2,13.86,-47,Poor
DWLR_Station_1006,Andhra Pradesh,15.473969,86.236373,2024-01-28 06:00:00,6.096,17.0,13.85,-56,Good
DWLR_Station_1006,Andhra Pradesh,14.625599,72.871423,2024-01-28 12:00:00,6.06,21.1,11.95,-70,Poor
DWLR_Station_1006,Andhra Pradesh,27.228361,70.746001,2024-01-28 18:00:00,5.999,34.0,12.59,-42,Fair
DWLR_Station_1006,Andhra Pradesh,28.914994,74.258391,2024-01-29 00:00:00,6.073,32.2,12.12,-80,Fair
DWLR_Station_1006,Andhra Pradesh,21.9568,69.639315,2024-01-29 06:00:00,6.121,27.9,13.3,-78,Good
DWLR_Station_1006,Andhra Pradesh,26.98196,75.667943,2024-01-29 12:00:00,6.055,18.4,13.81,-48,Fair
DWLR_Station_1006,Andhra Pradesh,13.783916,82.40768,2024-01-29 18:00:00,6.045,25.2,13.25,-46,Fair
DWLR_Station_1006,Andhra Pradesh,24.112708,86.443839,2024-01-30 00:00:00,6.045,17.8,12.53,-58,Fair
DWLR_Station_1006,Andhra Pradesh,22.240171,74.12602,2024-01-30 06:00:00,6.062,21.5,11.97,-54,Fair
DWLR_Station_1006,Andhra Pradesh,15.411185,72.975836,2024-01-30 12:00:00,6.082,33.8,12.52,-57,Poor
DWLR_Station_1006,Andhra Pradesh,29.551799,79.652573,2024-01-30 18:00:00,6.039,34.9,13.99,-68,Poor
DWLR_Station_1007,Andhra Pradesh,16.881832,78.410877,2024-01-01 00:00:00,24.487,23.8,13.91,-50,Poor
DWLR_Station_1007,Andhra Pradesh,12.437762,76.317227,2024-01-01 06:00:00,24.539,16.3,12.75,-79,Good
DWLR_Station_1007,Andhra Pradesh,21.907327,76.302913,2024-01-01 12:00:00,24.52,23.4,13.68,-46,Fair
DWLR_Station_1007,Andhra Pradesh,27.901132,85.064849,2024-01-01 18:00:00,24.454,28.5,12.13,-65,Good
DWLR_Station_1007,Andhra Pradesh,20.257495,74.417091,2024-01-02 00:00:00,24.534,26.9,14.19,-76,Fair
DWLR_Station_1007,Andhra Pradesh,15.192066,68.032875,2024-01-02 06:00:00,24.551,22.5,13.17,-72,Fair
DWLR_Station_1007,Andhra Pradesh,10.004541,86.300031,2024-01-02 12:00:00,24.489,31.9,13.58,-52,Fair
DWLR_Station_1007,Andhra Pradesh,12.407272,69.352095,2024-01-02 18:00:00,24.459,29.5,14.03,-48,Good
DWLR_Station_1007,Andhra Pradesh,14.843493,69.460072,2024-01-03 00:00:00,24.498,29.9,13.51,-45,Fair
DWLR_Station_1007,Andhra Pradesh,28.356818,70.160579,2024-01-03 06:00:00,24.591,19.7,13.6,-57,Fair
DWLR_Station_1007,Andhra Pradesh,26.048036,74.824889,2024-01-03 12:00:00,24.517,23.9,13.42,-64,Poor
DWLR_Station_1007,Andhra Pradesh,27.228914,85.320714,2024-01-03 18:00:00,24.46,15.2,13.67,-77,Poor
DWLR_Station_1007,Andhra Pradesh,29.737919,83.091387,2024-01-04 00:00:00,24.521,20.0,13.09,-52,Fair
DWLR_Station_1007,Andhra Pradesh,24.12744,74.911592,2024-01-04 06:00:00,24.577,15.1,12.77,-75,Poor
DWLR_Station_1007,Andhra Pradesh,10.011959,74.156383,2024-01-04 12:00:00,24.541,19.8,12.36,-74,Good
DWLR_Station_1007,Andhra Pradesh,13.742485,79.110991,2024-01-04 18:00:00,24.461,20.8,12.8,-51,Fair
DWLR_Station_1007,Andhra Pradesh,26.157313,82.748199,2024-01-05 00:00:00,24.53,25.7,13.82,-51,Good
DWLR_Station_1007,Andhra Pradesh,11.204539,73.953006,2024-01-05 06:00:00,24.571,21.0,12.57,-56,Poor
DWLR_Station_1007,Andhra Pradesh,16.525643,68.415161,2024-01-05 12:00:00,24.503,30.2,11.9,-60,Poor
DWLR_Station_1007,Andhra Pradesh,20.892617,69.55713,2024-01-05 18:00:00,24.492,34.1,12.39,-65,Good
DWLR_Station_1007,Andhra Pradesh,10.264576,78.235609,2024-01-06 00:00:00,24.529,30.4,14.04,-64,Fair
DWLR_Station_1007,Andhra Pradesh,26.392497,85.763827,2024-01-06 06:00:00,24.569,19.0,12.48,-66,Poor
DWLR_Station_1007,Andhra Pradesh,21.844428,82.018707,2024-01-06 12:00:00,24.517,18.9,12.87,-69,Poor
DWLR_Station_1007,Andhra Pradesh,25.928811,82.789385,2024-01-06 18:00:00,24.506,27.9,12.17,-75,Poor
DWLR_Station_1007,Andhra Pradesh,13.71923,87.016373,2024-01-07 00:00:00,24.513,19.2,12.43,-54,Good
DWLR_Station_1007,Andhra Pradesh,17.046541,68.862002,2024-01-07 06:00:00,24.589,18.6,12.74,-76,Good
DWLR_Station_1007,Andhra Pradesh,12.173651,87.625152,2024-01-07 12:00:00,24.534,22.6,13.66,-55,Poor
DWLR_Station_1007,Andhra Pradesh,25.3594,80.571328,2024-01-07 18:00:00,24.465,27.7,12.88,-58,Fair
DWLR_Station_1007,Andhra Pradesh,23.931228,86.48146,2024-01-08 00:00:00,24.542,31.4,13.15,-49,Good
DWLR_Station_1007,Andhra Pradesh,28.526166,80.383361,2024-01-08 06:00:00,24.588,31.5,13.45,-60,Fair
DWLR_Station_1007,Andhra Pradesh,13.933764,72.749666,2024-01-08 12:00:00,24.508,21.0,13.34,-65,Good
DWLR_Station_1007,Andhra Pradesh,23.921597,75.25004,2024-01-08 18:00:00,24.471,31.5,12.29,-79,Good
DWLR_Station_1007,Andhra Pradesh,18.262148,71.98691,2024-01-09 00:00:00,24.536,23.2,11.97,-55,Fair
DWLR_Station_1007,Andhra Pradesh,16.322026,69.114817,2024-01-09 06:00:00,24.532,27.2,12.38,-43,Fair
DWLR_Station_1007,Andhra Pradesh,14.141142,78.879462,2024-01-09 12:00:00,24.534,19.6,13.84,-49,Fair
DWLR_Station_1007,Andhra Pradesh,19.677204,70.464949,2024-01-09 18:00:00,24.451,21.2,14.02,-51,Good
DWLR_Station_1007,Andhra Pradesh,20.933545,85.689575,2024-01-10 00:00:00,24.544,26.1,13.08,-63,Fair
DWLR_Station_1007,Andhra Pradesh,24.577396,74.029261,2024-01-10 06:00:00,24.565,27.0,12.28,-67,Fair
DWLR_Station_1007,Andhra Pradesh,29.041249,82.758555,2024-01-10 12:00:00,24.516,26.9,13.91,-72,Fair
DWLR_Station_1007,Andhra Pradesh,16.280876,77.983979,2024-01-10 18:00:00,24.505,19.3,13.89,-55,Fair
DWLR_Station_1007,Andhra Pradesh,16.842652,87.231015,2024-01-11 00:00:00,24.53,23.9,12.97,-79,Fair
DWLR_Station_1007,Andhra Pradesh,28.344412,79.071171,2024-01-11 06:00:00,24.598,21.0,12.83,-78,Fair
DWLR_Station_1007,Andhra Pradesh,17.265107,83.878703,2024-01-11 12:00:00,24.556,33.8,13.3,-45,Fair
DWLR_Station_1007,Andhra Pradesh,26.101946,84.900793,2024-01-11 18:00:00,24.478,22.9,11.92,-71,Good
DWLR_Station_1007,Andhra Pradesh,21.66843,77.284079,2024-01-12 00:00:00,24.531,27.4,12.95,-74,Fair
DWLR_Station_1007,Andhra Pradesh,24.987389,78.913919,2024-01-12 06:00:00,24.572,19.1,12.5,-55,Good
DWLR_Station_1007,Andhra Pradesh,12.122512,78.627137,2024-01-12 12:00:00,24.533,22.9,13.27,-51,Poor
DWLR_Station_1007,Andhra Pradesh,15.993374,87.242042,2024-01-12 18:00:00,24.478,25.7,13.28,-47,Poor
DWLR_Station_1007,Andhra Pradesh,18.575286,69.075639,2024-01-13 00:00:00,24.539,15.4,12.66,-68,Good
DWLR_Station_1007,Andhra Pradesh,23.266214,84.781994,2024-01-13 06:00:00,24.628,26.0,12.17,-78,Fair
DWLR_Station_1007,Andhra Pradesh,27.111022,76.365822,2024-01-13 12:00:00,24.574,21.2,14.05,-75,Good
DWLR_Station_1007,Andhra Pradesh,19.945078,71.568322,2024-01-13 18:00:00,24.485,17.2,13.82,-51,Poor
DWLR_Station_1007,Andhra Pradesh,21.109946,79.678386,2024-01-14 00:00:00,24.517,19.1,13.84,-44,Good
DWLR_Station_1007,Andhra Pradesh,25.535969,84.950953,2024-01-14 06:00:00,24.576,18.6,12.83,-76,Poor
DWLR_Station_1007,Andhra Pradesh,22.706467,71.929739,2024-01-14 12:00:00,24.544,19.2,11.9,-60,Good
DWLR_Station_1007,Andhra Pradesh,26.730618,82.086706,2024-01-14 18:00:00,24.525,33.6,13.57,-67,Good
DWLR_Station_1007,Andhra Pradesh,13.857411,69.854296,2024-01-15 00:00:00,24.557,25.6,13.77,-64,Good
DWLR_Station_1007,Andhra Pradesh,12.42606,74.055503,2024-01-15 06:00:00,24.568,25.6,13.15,-77,Good
DWLR_Station_1007,Andhra Pradesh,24.235559,85.967106,2024-01-15 12:00:00,24.55,26.7,12.1,-69,Good
DWLR_Station_1007,Andhra Pradesh,25.244241,79.834339,2024-01-15 18:00:00,24.472,18.8,13.4,-69,Poor
DWLR_Station_1007,Andhra Pradesh,16.688851,78.386254,2024-01-16 00:00:00,24.604,19.0,13.73,-73,Good
DWLR_Station_1007,Andhra Pradesh,25.48839,75.711071,2024-01-16 06:00:00,24.569,25.1,13.85,-60,Good
DWLR_Station_1007,Andhra Pradesh,11.394389,85.868095,2024-01-16 12:00:00,24.534,22.8,12.49,-55,Good
DWLR_Station_1007,Andhra Pradesh,24.742648,68.734259,2024-01-16 18:00:00,24.497,24.5,12.61,-75,Fair
DWLR_Station_1007,Andhra Pradesh,19.70036,69.708061,2024-01-17 00:00:00,24.576,34.4,13.04,-60,Poor
DWLR_Station_1007,Andhra Pradesh,15.627012,77.151507,2024-01-17 06:00:00,24.6,24.5,13.68,-53,Good
DWLR_Station_1007,Andhra Pradesh,20.098229,83.374943,2024-01-17 12:00:00,24.528,16.2,13.18,-70,Poor
DWLR_Station_1007,Andhra Pradesh,25.838712,76.046141,2024-01-17 18:00:00,24.481,23.5,12.72,-50,Good
DWLR_Station_1007,Andhra Pradesh,26.879869,73.248168,2024-01-18 00:00:00,24.543,23.4,11.9,-46,Fair
DWLR_Station_1007,Andhra Pradesh,27.215979,74.923938,2024-01-18 06:00:00,24.583,28.1,12.64,-73,Poor
DWLR_Station_1007,Andhra Pradesh,11.989893,83.331919,2024-01-18 12:00:00,24.539,34.3,14.13,-45,Fair
DWLR_Station_1007,Andhra Pradesh,20.332552,73.692008,2024-01-18 18:00:00,24.478,25.3,13.84,-63,Fair
DWLR_Station_1007,Andhra Pradesh,25.155531,73.638367,2024-01-19 00:00:00,24.523,21.4,14.02,-73,Good
DWLR_Station_1007,Andhra Pradesh,13.438251,78.946494,2024-01-19 06:00:00,24.539,18.3,11.95,-62,Poor
DWLR_Station_1007,Andhra Pradesh,21.184363,78.294844,2024-01-19 12:00:00,24.565,17.0,11.84,-53,Poor
DWLR_Station_1007,Andhra Pradesh,20.656541,85.213356,2024-01-19 18:00:00,24.488,28.9,11.83,-74,Poor
DWLR_Station_1007,Andhra Pradesh,12.522306,79.634431,2024-01-20 00:00:00,24.55,30.3,12.78,-44,Poor
DWLR_Station_1007,Andhra Pradesh,20.74681,71.839109,2024-01-20 06:00:00,24.612,29.4,12.45,-66,Good
DWLR_Station_1007,Andhra Pradesh,16.019326,71.680895,2024-01-20 12:00:00,24.563,30.1,12.94,-70,Good
DWLR_Station_1007,Andhra Pradesh,23.915899,86.884177,2024-01-20 18:00:00,24.52,34.9,12.88,-54,Fair
DWLR_Station_1007,Andhra Pradesh,29.041913,74.837315,2024-01-21 00:00:00,24.541,34.7,13.81,-50,Good
DWLR_Station_1007,Andhra Pradesh,10.420183,68.688626,2024-01-21 06:00:00,24.609,23.9,13.76,-48,Poor
DWLR_Station_1007,Andhra Pradesh,28.264594,75.759455,2024-01-21 12:00:00,24.551,31.6,12.12,-47,Good
DWLR_Station_1007,Andhra Pradesh,25.028466,86.826688,2024-01-21 18:00:00,24.482,28.5,12.67,-43,Fair
DWLR_Station_1007,Andhra Pradesh,24.016168,83.306326,2024-01-22 00:00:00,24.533,33.6,12.29,-66,Poor
DWLR_Station_1007,Andhra Pradesh,24.770921,69.275891,2024-01-22 06:00:00,24.577,22.7,12.48,-69,Poor
DWLR_Station_1007,Andhra Pradesh,18.102971,72.780291,2024-01-22 12:00:00,24.548,27.6,13.34,-63,Fair
DWLR_Station_1007,Andhra Pradesh,24.817385,78.851467,2024-01-22 18:00:00,24.493,28.1,12.46,-67,Fair
DWLR_Station_1007,Andhra Pradesh,18.89147,82.847399,2024-01-23 00:00:00,24.584,19.6,11.94,-76,Poor
DWLR_Station_1007,Andhra Pradesh,15.784878,75.387083,2024-01-23 06:00:00,24.572,28.3,12.08,-54,Good
DWLR_Station_1007,Andhra Pradesh,23.480757,68.333209,2024-01-23 12:00:00,24.557,21.8,13.71,-77,Good
DWLR_Station_1007,Andhra Pradesh,24.021952,76.214631,2024-01-23 18:00:00,24.524,25.1,11.82,-57,Poor
DWLR_Station_1007,Andhra Pradesh,20.158974,83.006616,2024-01-24 00:00:00,24.56,21.2,13.03,-57,Poor
DWLR_Station_1007,Andhra Pradesh,19.337562,75.194397,2024-01-24 06:00:00,24.597,25.7,13.52,-54,Poor
DWLR_Station_1007,Andhra Pradesh,17.721019,87.334123,2024-01-24 12:00:00,24.524,28.9,12.0,-69,Good
DWLR_Station_1007,Andhra Pradesh,20.994345,76.343286,2024-01-24 18:00:00,24.452,32.6,12.29,-58,Good
DWLR_Station_1007,Andhra Pradesh,18.033938,78.055004,2024-01-25 00:00:00,24.545,31.8,13.36,-63,Poor
DWLR_Station_1007,Andhra Pradesh,13.513442,78.263798,2024-01-25 06:00:00,24.624,29.3,14.14,-74,Fair
DWLR_Station_1007,Andhra Pradesh,10.142842,77.134612,2024-01-25 12:00:00,24.579,21.6,11.93,-71,Poor
DWLR_Station_1007,Andhra Pradesh,15.094974,75.037697,2024-01-25 18:00:00,24.497,29.1,13.05,-80,Poor
DWLR_Station_1007,Andhra Pradesh,13.686028,68.787238,2024-01-26 00:00:00,24.538,15.4,13.66,-50,Good
DWLR_Station_1007,Andhra Pradesh,18.288168,86.716523,2024-01-26 06:00:00,24.627,24.1,12.5,-48,Poor
DWLR_Station_1007,Andhra Pradesh,21.368639,83.839861,2024-01-26 12:00:00,24.562,34.7,12.4,-50,Good
DWLR_Station_1007,Andhra Pradesh,27.748491,85.87867,2024-01-26 18:00:00,24.489,21.7,13.28,-65,Fair
DWLR_Station_1007,Andhra Pradesh,19.056496,73.573886,2024-01-27 00:00:00,24.559,34.2,12.14,-63,Poor
DWLR_Station_1007,Andhra Pradesh,16.486578,87.042878,2024-01-27 06:00:00,24.62,31.5,13.5,-78,Fair
DWLR_Station_1007,Andhra Pradesh,18.951037,82.600034,2024-01-27 12:00:00,24.551,22.2,11.95,-61,Poor
DWLR_Station_1007,Andhra Pradesh,16.329143,69.73934,2024-01-27 18:00:00,24.533,21.1,14.12,-58,Fair
DWLR_Station_1007,Andhra Pradesh,16.943843,83.883647,2024-01-28 00:00:00,24.531,27.5,14.05,-74,Good
DWLR_Station_1007,Andhra Pradesh,21.403633,80.20392,2024-01-28 06:00:00,24.597,33.8,13.69,-54,Poor
DWLR_Station_1007,Andhra Pradesh,23.858178,82.663208,2024-01-28 12:00:00,24.554,34.9,12.49,-74,Poor
DWLR_Station_1007,Andhra Pradesh,20.666471,76.112905,2024-01-28 18:00:00,24.478,18.4,14.15,-76,Fair
DWLR_Station_1007,Andhra Pradesh,12.075127,73.908441,2024-01-29 00:00:00,24.56,16.8,13.4,-63,Good
DWLR_Station_1007,Andhra Pradesh,17.419474,83.443041,2024-01-29 06:00:00,24.609,18.4,12.72,-66,Fair
DWLR_Station_1007,Andhra Pradesh,20.277331,83.932897,2024-01-29 12:00:00,24.561,21.8,13.49,-60,Fair
DWLR_Station_1007,Andhra Pradesh,14.48766,78.090058,2024-01-29 18:00:00,24.508,20.2,11.82,-42,Good
DWLR_Station_1007,Andhra Pradesh,29.33937,79.423984,2024-01-30 00:00:00,24.505,32.3,12.13,-52,Fair
DWLR_Station_1007,Andhra Pradesh,14.882951,77.002197,2024-01-30 06:00:00,24.625,33.5,13.38,-45,Fair
DWLR_Station_1007,Andhra Pradesh,17.889588,85.341204,2024-01-30 12:00:00,24.562,19.9,14.12,-46,Poor
